User Name,Review Text,Rating (Stars),Review Date
D Dilnaz,"Добрый день, заказали сет у вас, крылышки красные, без корочки, мясо недожаренное. Не советую вообще заказывать.",1,4 октября 2023
Timur Mukangaliev,"Не знаю как описать их вроде недавно открылись а уже титул самые ужасно место еда они врут в инстаграме операторов классная ни казахски ни русский не знает суши приехали через 3 часа
Это Маргарита ?",1,4 октября 2023
Каракат Бекмаганбетова,Пицца слишком жирный,3,4 октября 2023
Мария Самарина,"Роллы выглядят отвратительно , пицца тоже , ожидание и реальность не совпадают
Есть такое просто страшно",1,4 октября 2023
Beksuality,"Спасибо, что не пожалели рис!",1,3 октября 2023
Тттт Тттт,Не советую вообще… вкус вообще нету,1,"3 октября 2023, отредактирован"
Пользователь,"Худшие роллы в городе на доставку. Рыба - прозрачная, еле покрывает верхушку, рис сухой, начинки мало, тесто в пицце можно тоньше сделать, но уже некуда. Один раз попробовали и на этом всё, спасибо, наелись)",1,3 октября 2023
Назигуль Мусаева,"Заказала сет Фантазер.В рекламе одно.А привезли мне вообще не так как на видео.Хотя я еще у них спрашивала.А привезли мне все там по чуть чуть и холодную.Нагетсы не 10 а 8шт.Фри вообще 100грамм.А картофельные шарики у них на видео большие, а у нас малюсенькие.Пицца вообще колбасы мало. Вот зачем так обманывать ,раз рекламируете и показываете какие будут порции, почему так не отправляете.Считай деньги на ветер.Не вкусно и холодная. Не советую у них заказывать.",1,2 октября 2023
Городская легенда,"Ужасные суши!!!Не так как они описывают!Фуууу ,и не вкусно!!!!",1,2 октября 2023
Руслан Бекетбаев,Доставка 3часа,1,2 октября 2023
Милана Азимтаева,"«Че там» сетті заказ беріп көрдік, жалпы тойымды, бағасы сапасына сай. Жақсысы пиццаның ірімшігі көп. Даяршылар арнайы киім кимейді екен. Кейбірінің дәмі ұнамады.",4,2 октября 2023
Baha Bizhanova,"Просто ужасно!!!! Никому не советую!!!! Не положили имбирь, васаби, палочки. Всё прокисшее с запахом!!! Крылья как мой мизинец, я такие вообще не видела где они покупают не знаю!!! Написала им сразу толку нет!!! Сервис ужасный!!!! С воздуха деньги делают уялмай!!!!",1,2 октября 2023
Ай За,"Хотела написать все как есть, оказалась уже все написали. Как я могла нарваться на такой ужас. Рис весть падает, внутри нет ничего один сплошной рис, холодное. Пицца одно тесто и вообщем перед чем заказывать прочитайте коменты. Ужас ужас ужас !!!!!",1,1 октября 2023
Ш К,Сушиларынын ристары писпеген ввобще,1,1 октября 2023
Думан Берик,Балапаннан жасалғанба?,1,30 сентября 2023
xzxvwv .,ужасный персонал после отмены деньги не возвращают говоря что специально берём пред оплату чтоб не отменил,1,"30 сентября 2023, отредактирован"
Анна Паерели,"Отвратительные роллы, не вкусные с каким-то ужасным розовым соусом с верху. Нарезано всё криво, на вкус все одинаковые, разваливаются даже в контейнере.
Заказали сет Хот, ждали 3.5 часа. Даже никто не извинился. В инстаграмме все отзывы почистили под постами. Одним словом роллы такие же как и лицо их инстаграмщика... посмотришь и есть не захочется.",1,30 сентября 2023
Dana B,Очень долго готовят!!!!,1,30 сентября 2023
Анара Арманова,Не заказывайте у них! Доставка как у таксиста надо забирать где нибудь! Операторы грубые 2:00-2:30 часа надо ждать и еще говорят не заберете отменим заказ,1,29 сентября 2023
Homo Sapiens,"Заказывали здесь доставку роллов, это жесть! Они сразу говорят, что доставка примерно 3 часа будет, что как мне кажется, более чем достаточно, чтобы привести заказ! Оказывается нет)) Курьер приехал через 3,5 часа! Как так, нигде такой долгой доставки нет! Роллы все уже остыли, так мало того, всё поставили друг на друга и весь соус размазался по коробке. Рис в роллах очень сухой и жёсткий, все роллы разной величины, одни большие, другие маленькие. В общем не советую данное место.",1,29 сентября 2023
Калбинур Сетекова,"Не советую ходить туда! Были вчера 27.09.2023
Суши не свежие, на все экономят видно!
Крылышки не дожареные, и видно что жарят прям на черном масле! Цвет крылышек прям черный, без соли!
Я разочарована! И полное антисанитария! В заведение прям где люди кушали была кошка с улицы! Такое в заведениях где люди едят я считаю не должно быть!",1,28 сентября 2023
Katya Lapenko,"Ужасный сервис, девушка которые отвечает на звонок ,как с подругой будто разговаривает ,что за клиентоориентированность,просто 0 ,доставку ждали 3 часа ,курьер что с Китая ехал ,попросила номер курьера ,не дали. Отвратительно",1,28 сентября 2023
Aidyn Aidyn,Обслуживание жок,1,28 сентября 2023
S. Zheksenbaevv,Сервис нулевой,1,28 сентября 2023
_a_r_a_ …,не вкусный суши и пицца все холодное салфеток нету палочек нету даже вилку не положили ужасный крч обслуживание,1,28 сентября 2023
Пико,"Ужасный,не вкусный, не чистый ,ждали очень долго.Не заказывайте, внутри роллы нашла волос ,позор😱🤢🤮🤮🤢🤮🤢",1,"28 сентября 2023, отредактирован"
Ильяс Оразалин,"Суши ужасного качества, такое ощущение будто повара жадные на ингредиенты, Рис разварившийся, невкусный, пицца той же истории, вкус оставляет желать лучшего. Не рекомендую здесь заказывать суши.",2,27 сентября 2023
Shakarim Akmrza,Не советую чё за пицца чё за суши алладан корык сандарш алдап сатасындар кегены кутай кутай 🤦‍♂️🤦‍♂️,1,26 сентября 2023
Алтынай Бердиярова,"первый раз заказали, и конечно же очень пожалели, доставили 3 часа, все остывшее, суши как на фото одни не свежие, а у одних лосось тонкая, аж там видно рис🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ полный отстой не советую",1,25 сентября 2023
Даулет Мурат,Итыме заказ берип едим оган унады🫡,5,"25 сентября 2023, отредактирован"
Scripp MMS,"Совсем не вкусный, роллы холодные сервиса вообще нету",1,25 сентября 2023
Кундыз Атымтаева,"Ужасные роллы не надо здесь заказывать оказывается
Начинок почти нет все остыло
Рис не свежий липкий слишком
Все что должно быть горячим было холодным",1,25 сентября 2023
Айтолкын Айтмаганбетова,"Заказывали 23.09.23
1.Поздно доставили
2.Заказывали сэт ""Лондон"", пришлось выкинуть, так как было не съедобно
Не заказывайте здесь! Это просто дно!
Деньги на ветер. Кажется, они тратятся только на маркетинг, а качество оставляет делать лучшего! Требуем возврата денег! И одной звезды жалко!",1,25 сентября 2023
Демесинов Курмангазы,"Просто дно пробито. Забрали самовывозом сет Хот. И пицца, и суши, крылья самого худшего качества. Съели с братями, у всех живот крутит, понос, с туалета не выходим теперь. Не заказывайте ничего оттуда!",1,"25 сентября 2023, отредактирован"
Alia Ansatbaeva,Сушилари ужасно суып калган бари оте нашар 3 сагат кутик ноль деген бага беремиз питца ваще нашар жагдаида келди,1,23 сентября 2023
K K,"Заказывала одно, пришло другое. Различие с красивой картинкой в инстаграм. Что за сервис? Зачем людей обманывать? Просто ужас. Не советую здесь заказывать суши если не хотите испортить себе вечер!",1,23 сентября 2023
Айжан Алтаева,"Честно, ужасные суши, пицца как лепешка с колбасой, лучше самим купить лепёшку с колбасой и то вкуснее будет, та же цена выйдет. Колбаса на вкус отвратительная, тесто в миллиметр, не вкусное. Суши ещё отвратительней, рис безвкуса, а внутри все сырое, есть в возможно. Про картошку фри вообще промолчу. От сайрана до аксая ждали два с половиной часа, понимаю время на готовку и так далее, но не настолько много. Всё пришло остывшее, смотреть было неприятно. Никогда не берите тут. Самое ужаснейшее заведение суши-пицц в Алматы. Не заслуживает ни одну звезду.",1,22 сентября 2023
Yoruuu __,"Не умеют резать , вообще не вкусно , внутри суши были косточки 👎👎👎👎👎",1,22 сентября 2023
Бота Байкалова,"Первый раз решили заказать и очень сильно пожалели, обслуживание ноль, пицца приехала сгоревшая еще и холодная, а про суши роллы вообще молчу, не вкусно, начинку вообще наверно решили не ложить, на отзывы и жалобы не отвечают, вместо того чтоб решить проблему просто меня заблокировали в инстаграме 🤦🏻‍♀️ короче если хотите сохранить нервы лучше не заказывайте тут…",1,22 сентября 2023
Damir sembek,Как попало жасай салган грибы мен адам олтыре алмай журсындерма слишком коп салып тастаган не советую осы жерден заказ бергенге!!!!! Нашар,1,21 сентября 2023
Тахмина Ногтевая Студия Stylist _sharipova,Просто нет слов не на качество а на количество работают зачем тогда делать рекламу если они этой рекламе не соответствуют,1,21 сентября 2023
Aynura Ai,"Ужасные суши, не съедобные🤮",1,"21 сентября 2023, отредактирован"
Аксултан Ислам,Не рекомендую!,1,21 сентября 2023
Manarbekkyzy Akzhibek,Вообще ужасно. Сегодня я заказала сет «Космос». В итоге не додали 1 колу и 1 пиццу . Вообщем съели деньги . Суши и пиццы невкусные . Ожидали заказ 3 часа. 🤦🏼‍♀️Не советую всем,1,20 сентября 2023
Дана Кайратовна,Заказали сет ждали три с половиной часа так и не дождались 🤦 сервис ужасный,1,20 сентября 2023
Муслима Баутова,"Ужасно!нет больше слов🤦‍♂️
Ожидали 3часа,перепутали заказ ,пицца как хлеб, ролы это просто слова,один рис🤯,не положили элементарно имбирь и васаби 🤦‍♂️
Операторы ссылаются на ,что доставщики новенькие ,бросают трубку при разговоре .такого сервиса я еще ни где не видела !ужасно",1,20 сентября 2023
Муxаммедали Еркинбай,Обслуживание ноль !,1,20 сентября 2023
Карина,"Заказала Томи сет в 16:00 привезли в 17:00. Они сказали ожидать 1,5-2 часа, а привезли за час. Ужасные не свежие ролы,фри, курица. Все ужасное будто из морозильника вытащили готовый фри. Взяли за это 6300тг. При жалобе возраст средств не отвечают на ватсап. Коментарии в инстаграмме закрыты! Не советую здесь покупать!!!",1,20 сентября 2023
Super Dodik,"Блэя в ахуеес с людей которые пишут плохие отзывы, что вы ожидали от копеечной цены если хотите нормально закажите от 2000 за порцую в другом месте",5,19 сентября 2023
Bahtiyar Kasimbekov,Вообще ноль ужасные не советую,1,18 сентября 2023
Г Б,Очень долго доставка,1,18 сентября 2023
Rustem Alikov,"Ваще фигня, первый раз решил попробовать у них,чуть не блюванул отвечаю",1,18 сентября 2023
Руслан Тусупбеков,"Научитесь готовить,даже едой не назовешь",1,18 сентября 2023
Даурен Байсын,"Тамақ өте дәмді болды, және тез❤️",5,17 сентября 2023
slime vibes,"Ужасноо
Не заказывайте здесь ничего. Обсалютно всё не вкусное, рис сырое, пиццу как будто делали вчера, соуса нету. Ждали 4 часа.
Как вы там работаете ?",1,16 сентября 2023
Dana Maksat,"ХРЕНОВО! Только рис больше ничего нет! Ждали 3.30часа жаренные роллы в масле полностью, а во всех остальных нет начинки лишь рис, в филодельфии рыба 0,5 миллиметр👍 тупо ожидание и реальность",1,16 сентября 2023
Талгат Рамазанов,"Қызмет көрсетуі өте нашар. Пицца береді пышақ жоқ. Фри сап-салқын. Официанттың қолына ұстатып көрсеттім. Сёмгамен келген сушидағы сёмганың жіңішкелігі енді сөз жоқ, ары жағынан күріш көрініп тұр. Жалпы халықтың қалтасын тонау үшін ашылған. Барлық жерде фри ыстық болушы еді. Мына жерде сап-салқын. Іші өте лас. Қасықты әрең сұратып алдық бала шағаға!",1,16 сентября 2023
Zhanat Ormasheva,Издевательство? ЗАКАЗ 4 ЖАРЫМ САҒАТТА КЕЛДІ МАСҚАРАҒОЙ ! БІРІНШІ ЖӘНЕ СОҢҒЫ РЕТ АЛДЫҚ РАХМЕТ 🤮 обслуживание ноль 👎🏼 суши мүлде дәмді емес заказ бермеңіздер,1,16 сентября 2023
Ernur Zhaksylykov,"Заказ почти 6 сағатта келді,Сұмдық қой,сағат 7:50де заказ бердік түнгі 2 ге жақын келді.Мүлдем заказ берудің қажеті жоқ👎👎👎👎",1,16 сентября 2023
Amina Zainavdinova,"Просто нет слов!!! Заказали сет, прождали три с половиной часа и отменили заказ... Нам еще плюс предлогали мин 40 подождать ... Ужас!!!",1,16 сентября 2023
Алиби …,"Заказ везли 4 часа 20 минут, вместо обещанных 3 часов. Суши ужасного качества, везде мало ингредиентов, экономят на всем, рыба протухшая, кусочки маленькие",1,15 сентября 2023
Мадияр Ережепов,Слишком долгая доставка. И не вкусно🫣,1,14 сентября 2023
Miluna Amreeelis,"Очень вкусные суши , я была в приятном в шоке
Что это действительно будет вкусно
За такую цену ✌🏻😍",5,13 сентября 2023
Apple User,Худшее заведение.Ждал 30минут.Одни суши,1,13 сентября 2023
яся <3,"пицца, суши, фри, все холодное! ужасное обслуживание.",1,12 сентября 2023
Aziza Aminova,"Привезли , заказ без крыльев , мы их отдельно заказали 16 штук , так еще посчитали главное сумму а заказ не положили , количество имбиря и васаби на 60 суш положишь один имбирь , кошмар что с качеством сервиса сумма не маленькая так еще все так ужасно сделано , цена не соответствует качеству , заказ сделали на отвали , НИКОМУ НЕ СОВЕТУЮ ЗАКАЗЫВАТЬ ПОД ЗАКРЫТИЕ!!! И В ЦЕЛОМ ЗАКАЗЫВАТЬ ТУТ !",1,12 сентября 2023
Городская легенда,"Очень ужасное заведение, суши испорченные, масло во фритюре видимо не меняют фри, крылышки во одном масле готовится. все ужасное. Пришлось все выкинуть что бы не отравиться",1,"11 сентября 2023, отредактирован"
_kambarova_s Kambarova,"Pak Sushi өте керемет, қызмет көрстеу өте тез және ұқыпты",1,11 сентября 2023
Нұрмұхамет Ыбырайулы,"Қалай қалай жұмыс істейсіздер
Өздеріңе жегізермеді!",1,11 сентября 2023
Саша Сашов,Вышли мухи,1,10 сентября 2023
unknown user,"Зачем брать заказ, если кухня перегружена? Прождал 1.5 часа, хотя говорил через 30 мин будет готово",1,9 сентября 2023
Ерболат Рахым,Көп күттіретіні жаман екен. 1 сағаттан соң бірақ алдық,1,9 сентября 2023
Александр С,"Много хочется сказать, но все будет матом. Просто, лучше не заказывайте тут. Если у вас есть опыт заказа плохих ролов, то лучше закажите там, снова, поверьте. Роллы poksushi худшие роллы за 9 лет проб в 4 городах Казахстана",1,"9 сентября 2023, отредактирован"
асет Мамырбай,"Ужасно,Ждал ответа 6 часов игнорят!",1,9 сентября 2023
Артём Кишинёвский,"Мда , ребят. Я лучше Доширак куплю , чем закажу у Вас! НЕ РЕКОМЕНДУЮ!!!!!!!!!! Купите лучше Доширак ))))))))))) А лучше купите ПиВаС))))",1,8 сентября 2023
Mansur Abdukadirov,"Вкусные суши , вчера заказали с самовывозом , сет Че там . За 5500тг 👌✅",5,8 сентября 2023
Ринат Шахмадьяр,Классные суши,5,7 сентября 2023
Bagdauletkhan Lesbekov,Мыкты оте жаксы ❤️👍,5,7 сентября 2023
n.kama1ov,Кушти суши,5,7 сентября 2023
Асан Аганай,Суши дерзкий,5,7 сентября 2023
Токтар Ашимбай,"Спасибо , очень вкусно",5,7 сентября 2023
Инста/ murat_dias00,вкусный суши и пицца,5,7 сентября 2023
Ramazan Kulbay,Самый вкусный суши и пицца,5,7 сентября 2023
Alim Kiymurov,Очень вкусно,5,7 сентября 2023
Aigerim Nurlanovna,Самый вкусный суши и пицца,5,7 сентября 2023
Zhalgas Sapargaliev,Самый вкусный суши,5,7 сентября 2023
Бб Apple,Очень вкусный суши и пицца,5,7 сентября 2023
shaulanbek take,Суши пицца очень хорошо спасибо вам,5,7 сентября 2023
Динмухаммед Аманжол,Очень вкусный суши и пицца,5,7 сентября 2023
Madina Abi,Керемет дамді сушилар👍🏻👍🏻,5,7 сентября 2023
Абдумуталь Ибрагимов,Классные суши,5,7 сентября 2023
Данил Черкалин,Самый вкусный суши и пицца,5,7 сентября 2023
Ivan Kokhanovskiy,Классные суши,5,7 сентября 2023
Жан Карынбаев,очень вкусный суши и пицца,5,7 сентября 2023
Рамазан Нурболатулы,вкусные суши,1,"7 сентября 2023, отредактирован"
Danial Telman,Все вкусно и чисто,5,7 сентября 2023
Айкун Жанабаева,"Очень вкусная пицца и суши,спасибо большое,еще раз буду заказывать!🤩🤩🤩",5,7 сентября 2023
Бекзат Курман,"Вчера мы заказали суши и пиццу, просто ужасно!!! Не советую, доставка с опазданием, плюс пицца как лепешка, твёрдая как кирпич, суши вопще не вкусные! Лучше закройтесь! С таким темпом у вас скоро и клиентов не останеться!!!",1,"7 сентября 2023, отредактирован"
Galli Gali,"Был там недавно. Грязище возле входа трудно описать. Застывшая грязь, пылище, на столах крошки. Крылья жирные, одна попалась вонючяя. Тихий ужас.",1,7 сентября 2023
Janna Nurmahanbetova,"Доброго времени суток!
Мы были в прошлой неделе в этом заведении, хочу сказать что полнейшая антисанитария все грязно пыльно и вонь стоит на весь зал, во вторых суши ужасные рис внутри как каша переваренная такие ужасные суши я пробовала в первые, своему врагу не пожелала бы есть такие суши , куриные крылья сырые не дожаренные , одним словом не ведитесь на рекламу и на цену, оно не стоит даже этих цен 👎👎👎",1,6 сентября 2023
Мадина Аргымбекова,👎🏻😒 Не понравилось вообще,1,6 сентября 2023
Алтынай Аргимбекова,"Ужасно было всё
ожидание и реальность",1,"6 сентября 2023, отредактирован"
Бисенбай Калпакбаев,Взял сет «Хот» это просто ужас. Начинки практический нет сплошной рис. Крылышки будто бы готовили вчера. Взял плюсом фри для ребенка оно тоже как будто бы приготовили за несколько дней. Положили васаби но я бы не сказал что оно есть. На 40 штук суши вот столько васаби,1,6 сентября 2023
Анна Щепанова,"Такие ужасные ролы и пиццу я еще не пробовала😏. Начинки нет, сплошной рис, сухие будто были сделаны несколько суток назад, пицца вчерашняя, холодная и не вкусная. Разочарована🤮",1,6 сентября 2023
Зейн Малик,"бір заказды бір ғасыр күтесің
бағалары тамақтарына сай емес
хотя жасаған сушиларыңды свежий жасаңдарш өтініш
там жасап қойып холодос салп дайындап қою керегі жог",1,4 сентября 2023
Мухаммад Азиз,Ужасно долго пунктуальности нет !!! Хотя сказали 30-35 мин прошел час !,1,4 сентября 2023
Үмбет Ерсұлтан,Мы обычно заказывалй было нормально а сегодня мне вообще не понравилось потому что очень сухой у Филадельфи рыба очень тонкая,1,3 сентября 2023
Bones 1125,"Порожняк полный , потухшие крылышки , не вкусные жирные , пережаринные суши((",1,3 сентября 2023
Зауре Ашимова,Сегодня сделали у вас заказ . Привезли . Не доложили колу . Написали . Сказали якобы при следующим заказе отдадут . Хотя не факт что я закажу еще раз ! И пиццы 🍕 вообще не соответствует заказу . В сэте должно было быть Пиперони и 4 сезона . А привезли вообще просто тесто и на второй пицце 4 помидорки . Фото прилагаю . Ожидание и реальность !,1,3 сентября 2023
Nursultan Nurdaulet,Время ожидание - 5 лет,1,3 сентября 2023
Нари Нури,"Вот что, когда заказал сет шо там, не знаю шо говарить",1,2 сентября 2023
Assylzhan Sarybekov,"Заказал в 14:20, доставили 18:50. Вместо 4 сезона положили Маргариту. Что еще сказать?!",1,2 сентября 2023
Тот Самый,"Это настолько плохо, что одна звезда уже является большой милостью.

Начиная от обслуживания, которого нет, заканчивая самим блюдом. Заказал я ""мясо по-тайски"", по итогу принесли недоваренный рис с тремя слайсами мяса (невозможно сухого), и просто порезанных огурцов политых соей. Принесли кстати, без приборов, только чуть позже сообразили дать ПЛАСТИВКОВУЮ ЛОЖКУ. Спасибо, заскамиои на 2080тг",1,2 сентября 2023
Jansultan Babahanov,"Заказали сэт, вопреки плохим отзывам,
Думали хэйт оказалось реально не стоит
Положили весь сэт без одного соуса все сухое как будто не свежее. Не советую.",1,"2 сентября 2023, отредактирован"
Софа Kosmoo,"Я собиралась туда сегодня но, Читая эти отзывы у меня желания пропала 😰🤦‍♀️",1,2 сентября 2023
Альрами Смагулов,"Ужасная пицца, всей семье плохо. Отравились, рыгали. Не советую!",1,1 сентября 2023
Dosan Zhanalyk,Шшс заказ бермендер доставка ноль уакытымен акемид дамыде конч*н**,1,1 сентября 2023
Khalima Binyu,"Ну, тут без слов, можете наглядно посмотреть просто. Итог, я наелась рисом. Сказали 3 часа, и сделают все возможное чтобы побыстрее привезти. Я думала они хотя бы теплые будут. Даже жаренные с капелькой рыбы холодные будто со вчера. Рыба тончайшая на филадельфии. Фри пластмасс без вкуса. Первый и последний раз беру, спасибо.",1,1 сентября 2023
Мммм Ммм,31.08.23 заказала сет хот ужасно сухие пицца вообще не понятная .... Не кому не советую,1,1 сентября 2023
🖤 …,"Заказала , ожидание 4 часа 😡. Как так можно и они не смогли дозвониться до курьера ! И нужно обратно 3 часа 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ можно было просто сказать",1,31 августа 2023
Zhanka Sadvakasovna,"Здравствуйте, второй раз уже заказали, так как цена была прилично,но рис не вкусный, как желе ,90%суши составляют только рис,как-то не справедливо все -таки деньги на ветер",2,31 августа 2023
Дина,"заказымыз суып қалған салқын күйінде келді, ал тамақтарға келетін болсақ крылышки дәмі біртүрлі күйіп кеткен оның үстіне таза майға пісірілмеген майдың дәмі вообще қатты шығып тұрды, сырный палочкада тура сондай күйген и сыры қаттылау еріп тұрған жоқ, пицца дұрыс жасалмаған бәрін аз аздан салып қойған, фри норм аздау, сушида нормально оған да аздан салған бәрін",1,31 августа 2023
Pavel Menshikov,"Убогое место больше нечего сказать, суши не свежие, пицца как будто пролежала неделю и ее просто разогрели, деньги вернуть отказались",1,31 августа 2023
Алдияр Смагулов,"Отвратительные суши, деньги на ветер.
Рис как желе.
Во многих ролов начинки нет(прикрепил фото)
А на которых есть, кусками крабовые палочки.
Вообще невозможно употреблять такие ролы.
Не советую.",1,31 августа 2023
Жанерке Акаева,Ужасное обслуживание. Хотела на ДР папы заказать у них. Во первых ели как дозвонились и дальше пошло.Даже не хотели принять заказ. Сначала грубо общались потом говорят что доставка будет в течении 2-3 часа. Сами позвонили в 21:11. Так хотели заказать у них. Говорим хотя бы в 11:50 сможете доставить. Говорят мы же сказали нет и все. И очень большой сет хотели заказать причем. Капец просто.,1,31 августа 2023
Nurbol Kenes,Оте нашар кутып отканыма 3 сагат болды телефонды алмайды келгенын кайтейын нашар дайындалган не советую вообще ужас лучше жауып тастай салындар паксушиды,1,30 августа 2023
Narkesss Abdimomyn,"Біз бүгін заказ беріп едік, масқара ішінен таракан шықты. И сушидің ішінен сүйек шықты. Тазалық деген ноль! Жауып тастау керек сендерді. Ертең Департамент санитарно-эпидемиологического контроля города Алматыға барып жалоба жазамын",1,30 августа 2023
Oralova Ayaulym,"Бесплатная доставка в любую точку Алматы деп тұр описаниеда, бірақ бұл адрес біздің квадратқа кірмейді деп тек өздері айтқан жерге дейін доставка жасай алатындарын айтады.",1,30 августа 2023
Жанель Еренсиз,"Заказа все еще нету. ждем уже 3-3,5 часа, с тургут озала до нашего адреса примерно 1 час, сидим голодные уже должны выходить куда то, опоздали туда. еду на вкус тоже не знаем, тк заказываем впервые.
Заказ пришел. все нормально, только некоторые остывшие, крылышки будто замороженные и просто прожарили либо же прогрели через микроволновку. понимаю, заказов много, но нас как клиентов этого не касается, вы должны сказать определенное время и принести в ту же минуту. конечно еда остывшая, 3-3,5 часа ждали",1,30 августа 2023
Городская легенда,"Люди не заказывайте, это не суши.
Пицца это лепешки с сыром.
Рис от суши сырой, застоявшийся, с запахом.
Внутри это точно не сыр , непонятная смесь.
Рыба настолько тонкая что прсвечивается, короткая что не доходит с края на край.
Рыба воняет, видимо просрочанная.
Сыр поверх суши это майонез!
Дажу соус странный, не соевый а бадяжный с водой.
Собаке даже жалко было, боюсь что отравится, выкинули прям сразу брезгуя!
Актер котооый рекламу пускает, позор тебе !!!",1,"30 августа 2023, отредактирован"
Darkhan,"Филадельфия, не как на фото только шапочка с лососем и то миллиметр в толщину",1,30 августа 2023
😀😀😀 😀😀😀,"Не советую никому!
Не вкуснооооооооо!",1,30 августа 2023
Dake Yeryoma,Больше не закажем тут,1,"29 августа 2023, отредактирован"
Baha A,"Доставка 3 сағат болды
(Вовремя или бесплатно) деген өтірік әңгіме",1,29 августа 2023
Aida Kaumenova,"Заказали сэт нежный на фото , и как они отправили
Вообще не о чем, ждали 3 часа
Суши и банан просто класс",1,"28 августа 2023, отредактирован"
Акнур Талимкызы,Суши пицца не свежие!😡 чистоты вообще 0. Мой заказ прибыл холодный и водянистый.,1,28 августа 2023
Temirlan Shalgimbay,"Обещали что еда будет готова в течении 30-40 минут. Через 40 минут отправили Яндекс курьера. Отменил Яндекс курьера так как никто не позвонил оказывается они отдали курьеру наш заказ. Еда холодная, получили еду с опозданием на 30 минут. Выводы делайте сами.",1,28 августа 2023
Мансур Алимов,"Я в рот @@@л вашу доставку, 2 раз в жизни заказываю у вас и второй раз курьера жду больше 3 часов, была оценка 0 поставил бы ее",1,28 августа 2023
Tim Mori,"Во первых сегодня дождь, ладно на этаж не поднимаетесь, но курьер на машине остановился за домами, ссылаясь на нерабочую карту просил прийти туда. Я промок полностью, когда ваш водитель сидел в машине и сухой че то еще попытался спорить.
Во вторых, то что у вас в рекламе и то что привозят это вообще разные вещи. Описал весь ****** достаточно мягко, хотя одни маты нужны тут. Вобщем смотрите фото.",1,27 августа 2023
Ulbosyn Zulpuharova,"Филадельфияның балығын тағыда жұқа етіп кеспедіңдерме, салыстырмалы түрде жарнамадағы суретін салыстырып көріңіздер. “АРЗАННЫҢ СОРПАСЫ ТАТЫМАЙДЫ” деген әңгімеғой. Қалай құдайдан қорықпай осылай етіп сатасыңдар “ПАКСУШИ” ұжымы? ТІПТІ 1 ЖҰЛДЫЗДЫҢ ӨЗІ КӨП СЕНДЕРГЕ!",1,27 августа 2023
Сезим Калыбек,"Ужасный сервис , сумки нет , холодная доставка , мало того что , сет не в полном доставили , колу забыли … я честно разочарована, ужасно …не посоветую никому … 2 ,5 часа доставка . В дождь выходите к шлагбауму … слой тесты у пиццы трехэтажный … зачем привлекать людей, своим преимуществам , который не один вам не подходит … и вы не соответствуете ,, курьер опоздал никакого бесплатно нет …",1,27 августа 2023
Алия Смагулова,"Полный отстой!!!
Доставка до дверей подъезда, через два часа😅 капец
Выходите заберите в дождь
Суши Фила рыба просвечивает
Пицца жирная не вкусная
Фри вообще молчу
В общем лучше заказать самурай и вкусно покушать",1,27 августа 2023
Екатерина Осташева,"Доставка - курьер не принёс до двери, встал возле подъезда в машине, на улице дождь идёт, ужас
Фри - не свежее, жирное, твёрдое, холодное
Пицца - тесто хорошее, но пицца холодная и жирная
Роллы - жаренные не хрустящие , Филадельфия почти без рыбы и рыба тонкая и светлая, как будто не свежая
Не рекомендую
Лучше самурай суши заказать",1,27 августа 2023
Нурия Жуматаева,"Қаншама суши,крылышки пицца заказ беріп бұндай ужасный дайындалғанын көрмеппін пак сушы өте төмен демек хозяин тоже төмен адам қарамайма тамақтарына қалай дайындалып жатқанын .крылышкилерін адам жемейтін отходтардан жасалған,сушы вообще дәмсіз ужас ужас",1,27 августа 2023
Togzhan Abzuldinova,"Жалею, что не прочла отзывы здесь, т.к. в инсте все хвалят.
Филадельфия рассмешила конечно, тонкий слой рыбы и только сверху роллов. Пицца - не вкусная, фри не о чем.
Разочарование и только.",1,27 августа 2023
Данил Степанов,Суши маленькие не как на фото. Привши в компанию брата и меня и Канам подсело глистов из Филадельфии в некоторых суш ваще начинок нет огурцы в сушах уставшие,1,27 августа 2023
Юлия Кладова,"ОТВРАТИТЕЛЬНО 🤮 впервые столкнулась с таким кошмаром, суши отвратительно мало того что на Филадельфии лежит прозрачная как пленка рыба еще бы тоньше нарезали, так самый треш это суши с курицей кости куриные лежат ну это вообще . Вы совесть имейте вы что людям продаете !!",1,26 августа 2023
